id,start_dt,entry_signal_dt,entry_confirm_dt,exit_signal_dt,exit_confirm_dt,ts_start_ns,ts_end_ns,entry_signal_ts_ns,entry_confirm_ts_ns,exit_signal_ts_ns,exit_confirm_ts_ns,symbol,buy_ex,sell_ex,start_spread,max_spread,end_spread,start_diff,max_diff,end_diff,avg_start,avg_end,dur_above_ms,dur_total_ms,start_buy_ask,start_buy_ask_sz,start_buy_ask_usd,start_sell_bid,start_sell_bid_sz,start_sell_bid_usd,end_buy_ask,end_buy_ask_sz,end_buy_ask_usd,end_sell_bid,end_sell_bid_sz,end_sell_bid_usd,avg_spread
89,2026-05-22 15:27:46.131000+00:00,2026-05-22 15:27:46.131000+00:00,2026-05-22 15:27:46.131000+00:00,2026-05-22 15:27:46.880000+00:00,2026-05-22 15:27:46.880000+00:00,1779463666131000000,1779463666880000000,1779463666131000000,1779463666131000000,1779463666880000000,1779463666880000000,BEATUSDT,binance,okx,0.4176554342667261,0.4271476032273325,0.1135181155992896,0.3084063155411003,0.3178984845017068,0.004268996873663791,0.1092491187256258,0.1092491187256258,3,749,1.0535,672,707.9520000000001,1.0579,2,2.1158,1.0571,145,153.2795,1.0583,5,5.2915,0.1092517011501712
90,2026-05-22 15:28:01.210000+00:00,2026-05-22 15:28:01.210000+00:00,2026-05-22 15:28:01.210000+00:00,2026-05-22 15:28:03.076000+00:00,2026-05-22 15:28:03.076000+00:00,1779463681210000000,1779463683076000000,1779463681210000000,1779463681210000000,1779463683076000000,1779463683076000000,BEATUSDT,binance,okx,0.426742532005685,0.4457088667614914,0.02842793518432569,0.3174450036709655,0.3364113384267718,-0.0808695931503938,0.1092975283347195,0.1092975283347195,9,1866,1.0545,86,90.687,1.059,5,5.295,1.0553,1346,1420.4338,1.0556,3,3.1668,0.1092995790439729
91,2026-05-22 15:29:10.079000+00:00,2026-05-22 15:29:10.079000+00:00,2026-05-22 15:29:10.079000+00:00,2026-05-22 15:29:10.136000+00:00,2026-05-22 15:29:10.136000+00:00,1779463750079000000,1779463750136000000,1779463750079000000,1779463750079000000,1779463750136000000,1779463750136000000,LITUSDT,binance,okx,0.5654093408721311,0.5654093408721311,0.1547748026621268,0.4140656877915799,0.4140656877915799,0.003431149581575504,0.1513436530805513,0.1513436530805513,11,57,1.2911,107.1,138.27681,1.2984,105,136.332,1.2922,150.7,194.73454,1.2942,225,291.195,0.1513492242421839
92,2026-05-22 15:30:16.774000+00:00,2026-05-22 15:30:16.774000+00:00,2026-05-22 15:30:16.774000+00:00,2026-05-22 15:30:16.793000+00:00,2026-05-22 15:30:16.793000+00:00,1779463816774000000,1779463816793000000,1779463816774000000,1779463816774000000,1779463816793000000,1779463816793000000,USELESSUSDT,okx,binance,0.4756575265808521,0.503778337531485,0.02795248078265862,0.4559267137350324,0.4840475246856654,0.008221667936838966,0.01973081284581966,0.01973081284581966,14,19,0.07148,715,51.1082,0.07182,728,52.28496,0.07155,130,9.3015,0.07157,2670,191.0919,0.01973410001419208
93,2026-05-22 15:28:50.490000+00:00,2026-05-22 15:28:50.490000+00:00,2026-05-22 15:28:50.490000+00:00,2026-05-22 15:30:19.174000+00:00,2026-05-22 15:30:19.174000+00:00,1779463730491000000,1779463819174000000,1779463730491000000,1779463730491000000,1779463819174000000,1779463819174000000,TRIAUSDT,okx,binance,0.4065958888638052,0.4724409448818783,0.02234137622876703,0.328666480913142,0.3945115369312152,-0.05558803172189615,0.07792940795066318,0.07792940795066318,6854,88683,0.04427,19,0.8411299999999999,0.04445,7379,327.99655,0.04476,7,0.31332,0.04477,1440,64.4688,0.07972595490671575
94,2026-05-22 15:30:54.515000+00:00,2026-05-22 15:30:54.515000+00:00,2026-05-22 15:30:54.515000+00:00,2026-05-22 15:31:10.273000+00:00,2026-05-22 15:31:10.273000+00:00,1779463854515000000,1779463870273000000,1779463854515000000,1779463854515000000,1779463870273000000,1779463870273000000,TRIAUSDT,okx,binance,0.4026845637584039,0.6705409029950709,0,0.3220894523489485,0.5899457915856154,-0.08059511140945545,0.08059511140945545,0.08059511140945545,15753,15758,0.0447,4,0.1788,0.04488,2732,122.61216,0.04495,34,1.5283,0.04456,3542,157.83152,0.08115164450190072
95,2026-05-22 15:31:10.297000+00:00,2026-05-22 15:31:10.297000+00:00,2026-05-22 15:31:10.297000+00:00,2026-05-22 15:31:10.343000+00:00,2026-05-22 15:31:10.343000+00:00,1779463870297000000,1779463870343000000,1779463870297000000,1779463870297000000,1779463870343000000,1779463870343000000,TRIAUSDT,okx,binance,0.4472271914132352,0.5146565227120184,0.06703910614525642,0.3660813321312484,0.4335106634300317,-0.01410675313673032,0.08114585928198674,0.08114585928198674,10,46,0.04472,48,2.14656,0.04492,6942,311.83464,0.04475,21,0.93975,0.04478,1654,74.06612,0.08115275930490518
96,2026-05-22 15:31:28.953000+00:00,2026-05-22 15:31:28.953000+00:00,2026-05-22 15:31:28.953000+00:00,2026-05-22 15:31:28.970000+00:00,2026-05-22 15:31:28.970000+00:00,1779463888953000000,1779463888971000000,1779463888953000000,1779463888953000000,1779463888971000000,1779463888971000000,EDENUSDT,binance,okx,0.5497703900135759,0.6018248883711812,0.1681541844521941,0.3740786822453816,0.4261331806029869,-0.007537523316000189,0.1756917077681943,0.1756917077681943,12,18,0.15461,5911,913.89971,0.15546,33,5.130179999999999,0.15462,3433,530.81046,0.15488,7369,1141.31072,0.1756950355711037
97,2026-05-22 15:31:30.668000+00:00,2026-05-22 15:31:30.668000+00:00,2026-05-22 15:31:30.668000+00:00,2026-05-22 15:31:30.687000+00:00,2026-05-22 15:31:30.687000+00:00,1779463890668000000,1779463890688000000,1779463890668000000,1779463890668000000,1779463890688000000,1779463890688000000,EDENUSDT,binance,okx,0.6982966781961676,1.035386631716906,0.07210277923439892,0.5226017151486219,0.8596916686693599,-0.1035921838131468,0.1756949630475457,0.1756949630475457,19,20,0.15323,9718,1489.08914,0.1543,3,0.4629,0.15256,30507,4654.14792,0.15267,104,15.87768,0.1756999234512615
98,2026-05-22 15:31:30.701000+00:00,2026-05-22 15:31:30.701000+00:00,2026-05-22 15:31:30.701000+00:00,2026-05-22 15:31:30.722000+00:00,2026-05-22 15:31:30.722000+00:00,1779463890701000000,1779463890722000000,1779463890701000000,1779463890701000000,1779463890722000000,1779463890722000000,EDENUSDT,okx,binance,0.3408941916874215,0.7486209613869202,0,0.3408612388676782,0.7485880085671769,-3.295281974330667e-05,3.295281974330667e-05,3.295281974330667e-05,15,21,0.15254,666,101.59164,0.15306,4612,705.91272,0.15307,2234,341.95838,0.15301,201,30.75501,3.689685824300061e-05
99,2026-05-22 15:32:01.105000+00:00,2026-05-22 15:32:01.105000+00:00,2026-05-22 15:32:01.105000+00:00,2026-05-22 15:32:01.129000+00:00,2026-05-22 15:32:01.129000+00:00,1779463921105000000,1779463921130000000,1779463921105000000,1779463921105000000,1779463921130000000,1779463921130000000,EDENUSDT,binance,okx,0.5192107995846282,0.5192107995846282,0.155601659751049,0.3431132887129061,0.3431132887129061,-0.02049585112067306,0.1760975108717221,0.1760975108717221,0,25,0.15408,18146,2795.93568,0.15488,19,2.94272,0.15424,69,10.64256,0.15448,487,75.23176000000001,0.1760994148103007
100,2026-05-22 15:32:23.386000+00:00,2026-05-22 15:32:23.386000+00:00,2026-05-22 15:32:23.386000+00:00,2026-05-22 15:32:26.970000+00:00,2026-05-22 15:32:26.970000+00:00,1779463943387000000,1779463946970000000,1779463943387000000,1779463943387000000,1779463946970000000,1779463946970000000,BEATUSDT,binance,okx,0.4297458893871391,0.5487861594270316,0.09298000929801134,0.3205894588737415,0.4396297289136339,-0.01617642121538636,0.1091564305133977,0.1091564305133977,179,3583,1.0704,93,99.5472,1.075,27,29.025,1.0755,459,493.6544999999999,1.0765,5,5.3825,0.1092515090547184
